experience_level,job_title,salary_in_usd,employee_residence,remote_ratio
SE,Data Architect,113000,US,0
SE,Data Scientist,122000,US,0
SE,Data Scientist,94000,US,0
SE,Data Scientist,220000,US,0
SE,Data Scientist,146000,US,0
SE,Data Engineer,300000,US,0
SE,Data Engineer,130000,US,0
MI,Data Scientist,24740,TH,50
MI,Computer Vision Engineer,15897,IN,100
SE,Data Scientist,145000,US,0
SE,Data Scientist,128000,US,0
SE,Data Scientist,182000,US,0
SE,Data Scientist,140000,US,0
SE,Data Engineer,122000,US,0
SE,Data Engineer,94000,US,0
SE,Machine Learning Engineer,77262,LV,0
SE,Machine Learning Engineer,38631,LV,0
EX,Data Scientist,300000,US,0
EX,Data Scientist,200000,US,0
MI,Data Analyst,135000,US,0
MI,Data Analyst,105500,US,0
SE,Data Engineer,252000,US,0
SE,Data Engineer,129000,US,0
MI,Data Scientist,110000,US,100
SE,Data Scientist,136000,US,100
SE,Data Scientist,104000,US,100
SE,Data Scientist,168000,US,100
SE,Data Scientist,130000,US,100
MI,Data Analyst,78990,GB,0
MI,Data Analyst,43809,GB,0
MI,Data Engineer,120000,US,0
MI,Data Engineer,95000,US,0
SE,Data Scientist,153400,US,0
SE,Data Scientist,122700,US,0
SE,Data Scientist,185000,US,0
SE,Data Scientist,160000,US,0
SE,Data Scientist,205000,US,100
SE,Data Scientist,185000,US,100
SE,Machine Learning Engineer,204500,US,0
SE,Machine Learning Engineer,142200,US,0
MI,Machine Learning Engineer,145000,US,0
MI,Machine Learning Engineer,87000,US,0
EN,Data Scientist,50000,IN,100
SE,Machine Learning Engineer,234100,US,100
SE,Machine Learning Engineer,203500,US,100
SE,Data Scientist,223800,US,0
SE,Data Scientist,172100,US,0
SE,Data Scientist,180000,US,0
SE,Data Scientist,150000,US,0
SE,Data Engineer,232200,US,100
SE,Data Engineer,167200,US,100
SE,Bi Developer,197000,US,0
SE,Bi Developer,106000,US,0
SE,Research Scientist,180000,US,0
SE,Research Scientist,145000,US,0
SE,Data Lead,225000,US,0
SE,Data Lead,200000,US,0
SE,Data Engineer,170000,US,100
SE,Data Engineer,114000,US,100
SE,Data Engineer,291500,US,0
SE,Data Engineer,180000,US,0
EX,Data Engineer,196200,US,0
EX,Data Engineer,150900,US,0
SE,Data Scientist,168400,US,0
SE,Data Scientist,105200,US,0
MI,Data Engineer,95000,ES,100
MI,Data Engineer,80000,ES,100
MI,Data Analyst,116000,US,0
MI,Data Analyst,72000,US,0
SE,Analytics Engineer,207000,US,0
SE,Analytics Engineer,167000,US,0
SE,Machine Learning Engineer,145000,US,0
SE,Machine Learning Engineer,135000,US,0
MI,Data Engineer,105000,US,0
MI,Data Engineer,70000,US,0
SE,Data Architect,180000,US,100
SE,Data Architect,115000,US,100
SE,Data Engineer,133800,US,100
SE,Data Engineer,96100,US,100
MI,Data Analyst,120000,US,0
MI,Data Analyst,80000,US,0
SE,Data Scientist,140000,US,0
SE,Data Scientist,100000,US,0
SE,Research Scientist,150000,US,0
SE,Research Scientist,120000,US,0
SE,Data Engineer,140000,US,100
SE,Data Engineer,115000,US,100
SE,Data Scientist,297300,US,100
SE,Data Scientist,198200,US,100
SE,Data Scientist,297300,US,100
SE,Data Scientist,198200,US,100
SE,Data Engineer,202000,US,100
SE,Data Engineer,135000,US,100
SE,Data Scientist,110000,US,100
SE,Data Scientist,84000,US,100
MI,Machine Learning Engineer,219000,US,50
SE,Research Scientist,230000,US,100
SE,Research Scientist,196000,US,100
SE,Bi Developer,140000,US,100
SE,Bi Developer,110000,US,100
MI,Data Analyst,150000,US,0
MI,Data Analyst,100000,US,0
SE,Data Engineer,160000,US,0
SE,Data Engineer,110000,US,0
SE,Data Scientist,185900,US,0
SE,Data Scientist,129300,US,0
SE,Research Scientist,126100,US,0
SE,Research Scientist,72000,US,0
SE,Data Engineer,170000,US,100
SE,Data Engineer,150000,US,100
MI,Machine Learning Engineer,175000,US,100
MI,Machine Learning Engineer,140000,US,100
SE,Data Analyst,240500,US,0
SE,Data Analyst,137500,US,0
MI,Data Scientist,187500,US,0
MI,Data Scientist,165000,US,0
MI,Machine Learning Engineer,72914,GB,0
SE,Research Scientist,210000,US,0
SE,Research Scientist,165750,US,0
SE,Machine Learning Engineer,225000,US,100
SE,Machine Learning Engineer,165750,US,100
MI,Machine Learning Engineer,109006,GB,0
MI,Machine Learning Engineer,67141,GB,0
SE,Data Scientist,135000,US,100
SE,Data Scientist,115000,US,100
SE,Nlp Engineer,275000,US,0
SE,Nlp Engineer,175000,US,0
SE,Data Scientist,170000,US,100
SE,Data Scientist,140000,US,100
SE,Data Engineer,175308,US,0
SE,Data Engineer,100706,US,0
SE,Nlp Engineer,235000,US,0
SE,Nlp Engineer,135000,US,0
SE,Data Engineer,310000,US,0
SE,Data Engineer,229000,US,0
SE,Machine Learning Engineer,289076,US,0
SE,Machine Learning Engineer,202353,US,0
SE,Data Engineer,69751,PT,0
SE,Data Engineer,37558,PT,0
MI,Research Engineer,120000,US,100
MI,Research Engineer,100000,US,100
SE,Data Engineer,226700,US,0
SE,Data Engineer,133300,US,0
SE,Data Analyst,125000,US,0
SE,Data Analyst,85000,US,0
SE,Data Analyst,130000,US,100
SE,Data Analyst,80000,US,100
MI,Data Engineer,120000,US,0
MI,Data Engineer,100000,US,0
SE,Data Scientist,54094,IN,100
MI,Data Analyst,18314,IN,50
SE,Data Engineer,231250,US,100
SE,Data Engineer,138750,US,100
SE,Data Engineer,199000,US,0
SE,Data Engineer,162000,US,0
EN,Data Engineer,160000,US,0
EN,Data Engineer,135000,US,0
EN,Data Scientist,100000,US,100
SE,Research Scientist,200000,US,0
SE,Research Scientist,150000,US,0
EN,Research Engineer,160000,US,0
EN,Research Engineer,120000,US,0
SE,Research Scientist,250000,US,0
SE,Research Scientist,200000,US,0
EN,Deep Learning Engineer,150000,US,0
EN,Deep Learning Engineer,120000,US,0
SE,Research Engineer,150000,US,0
SE,Research Engineer,100000,US,0
SE,Data Analyst,133000,NL,0
SE,Data Scientist,272550,US,0
SE,Data Scientist,198200,US,0
SE,Data Scientist,182000,US,0
SE,Data Scientist,140000,US,0
SE,Data Engineer,200000,US,0
SE,Data Engineer,160000,US,0
SE,Machine Learning Engineer,204500,US,0
SE,Machine Learning Engineer,142200,US,0
MI,Data Scientist,120000,US,0
MI,Data Scientist,105000,US,0
SE,Data Engineer,187500,US,100
SE,Data Engineer,175000,US,100
SE,Machine Learning Engineer,204500,US,0
SE,Machine Learning Engineer,142200,US,0
SE,Data Analyst,155000,US,100
SE,Data Analyst,64000,US,100
SE,Computer Vision Engineer,235000,US,0
SE,Computer Vision Engineer,185000,US,0
SE,Data Architect,174500,US,0
SE,Data Architect,113000,US,0
SE,Data Scientist,143100,CA,0
SE,Data Scientist,113000,CA,0
SE,Research Scientist,184000,US,100
SE,Research Scientist,142000,US,100
SE,Data Scientist,140000,US,0
SE,Data Scientist,120000,US,0
SE,Data Architect,174500,US,0
SE,Data Architect,113000,US,0
SE,Data Scientist,180560,US,0
SE,Data Scientist,115440,US,0
SE,Data Scientist,140000,US,0
SE,Data Scientist,120000,US,0
SE,Research Scientist,248100,US,0
SE,Research Scientist,145900,US,0
SE,Data Scientist,120000,CA,0
SE,Data Scientist,110000,CA,0
SE,Data Engineer,291500,US,0
SE,Data Engineer,180000,US,0
MI,Machine Learning Engineer,75344,GB,100
MI,Machine Learning Engineer,63192,GB,100
SE,Data Engineer,161800,US,0
SE,Data Engineer,141600,US,0
MI,Machine Learning Engineer,58331,GB,100
MI,Machine Learning Engineer,46178,GB,100
SE,Data Engineer,166000,US,100
SE,Data Engineer,128000,US,100
SE,Data Architect,170000,US,100
SE,Data Architect,110000,US,100
SE,Data Engineer,160000,US,100
SE,Data Engineer,75000,US,100
SE,Data Engineer,236000,US,100
SE,Data Engineer,182000,US,100
MI,Data Analyst,14307,IN,100
EN,Data Scientist,130000,US,0
MI,Data Analyst,150000,US,0
MI,Data Analyst,100000,US,0
SE,Machine Learning Engineer,261500,US,0
SE,Machine Learning Engineer,134500,US,0
MI,Data Scientist,13989,IN,100
MI,Data Scientist,130000,US,0
MI,Data Scientist,90000,US,0
EN,Data Engineer,160000,US,0
EN,Data Engineer,135000,US,0
SE,Manager Data Management,125000,US,100
SE,Data Engineer,175000,US,0
SE,Data Engineer,155000,US,0
SE,Data Engineer,153600,US,0
SE,Data Engineer,106800,US,0
SE,Data Scientist,150000,US,0
SE,Data Scientist,140000,US,0
SE,Data Scientist,122000,US,0
SE,Data Scientist,94500,US,0
SE,Data Engineer,170000,US,0
SE,Data Engineer,130000,US,0
SE,Data Scientist,145000,US,0
SE,Data Scientist,128000,US,0
SE,Data Engineer,145000,US,0
SE,Data Engineer,100000,US,0
SE,Data Engineer,175000,US,0
SE,Data Engineer,120000,US,0
SE,Data Engineer,145000,US,0
SE,Data Engineer,115000,US,0
SE,Machine Learning Engineer,150000,US,100
MI,Data Analyst,150000,US,0
MI,Data Analyst,100000,US,0
MI,Data Scientist,150000,US,100
MI,Data Scientist,127500,US,100
SE,Data Scientist,126500,US,100
SE,Data Scientist,51000,US,100
MI,Data Engineer,260000,US,0
MI,Data Engineer,175000,US,0
EN,Data Scientist,40000,AU,100
EN,AI Programmer,40000,PK,100
SE,Data Engineer,250000,US,100
SE,Data Engineer,63000,US,100
SE,Machine Learning Engineer,210000,US,100
SE,Machine Learning Engineer,160000,US,100
SE,Data Scientist,272550,US,100
SE,Data Scientist,198200,US,100
MI,Data Scientist,94560,FR,100
MI,Data Scientist,52533,FR,100
SE,Data Scientist,220000,US,0
SE,Data Scientist,146000,US,0
MI,Data Analyst,150000,US,0
MI,Data Analyst,100000,US,0
SE,Machine Learning Engineer,248400,CA,100
SE,Machine Learning Engineer,183600,CA,100
MI,Data Engineer,150000,US,100
MI,Data Engineer,150000,US,100
EN,Machine Learning Engineer,40000,PK,100
SE,Data Scientist,56723,IN,0
MI,Data Engineer,120000,US,0
MI,Data Engineer,95000,US,0
EN,Data Engineer,160000,US,0
EN,Data Engineer,135000,US,0
EN,Data Scientist,24165,IT,50
SE,Data Engineer,216000,US,100
SE,Data Engineer,144000,US,100
EN,Data Engineer,85000,US,0
EN,Data Engineer,65000,US,0
SE,Data Analyst,149000,US,100
SE,Data Analyst,119000,US,100
SE,Data Scientist,140000,US,0
SE,Data Scientist,120000,US,0
MI,Data Scientist,150000,US,0
MI,Data Scientist,110000,US,0
SE,Machine Learning Engineer,246000,US,100
SE,Machine Learning Engineer,201000,US,100
SE,Data Scientist,190000,US,0
SE,Data Scientist,155000,US,0
SE,Machine Learning Engineer,235000,US,100
SE,Machine Learning Engineer,185000,US,100
SE,Data Engineer,190000,US,100
SE,Data Engineer,160000,US,100
EN,Data Analyst,100000,US,100
MI,Data Engineer,130000,US,0
MI,Data Engineer,115000,US,0
MI,Data Scientist,92350,GB,0
MI,Data Scientist,67723,GB,0
MI,Data Engineer,105000,US,0
MI,Data Engineer,70000,US,0
SE,Machine Learning Engineer,204500,US,0
SE,Machine Learning Engineer,142200,US,0
SE,Machine Learning Engineer,192000,US,100
SE,Machine Learning Engineer,164000,US,100
SE,Data Engineer,185900,US,0
SE,Data Engineer,129300,US,0
SE,Data Engineer,130000,US,0
SE,Data Engineer,75000,US,0
SE,Data Scientist,175000,US,0
SE,Data Scientist,120000,US,0
SE,Data Engineer,167500,US,0
SE,Data Engineer,106500,US,0
MI,Data Analyst,75000,US,100
MI,Data Analyst,60000,US,100
SE,Research Scientist,184000,US,100
SE,Research Scientist,142000,US,100
MI,Data Scientist,145000,US,0
MI,Data Scientist,100000,US,0
EN,Machine Learning Engineer,10000,MA,50
MI,Data Scientist,31795,IN,100
MI,Nlp Engineer,44365,PL,100
SE,Data Engineer,175000,US,0
SE,Data Engineer,120000,US,0
SE,Data Engineer,175000,US,0
SE,Data Engineer,120000,US,0
EX,Data Engineer,200000,US,0
EX,Data Engineer,145000,US,0
MI,Data Engineer,92350,GB,100
MI,Data Engineer,73880,GB,100
SE,Data Engineer,145000,US,0
SE,Data Engineer,100000,US,0
SE,Research Scientist,192000,US,100
SE,Research Scientist,164000,US,100
EX,Data Engineer,310000,US,100
EX,Data Engineer,239000,US,100
SE,Data Analyst,120000,US,0
SE,Data Analyst,95000,US,0
SE,Machine Learning Engineer,145000,US,0
SE,Machine Learning Engineer,135000,US,0
SE,Data Engineer,100000,US,0
SE,Data Engineer,78000,US,0
SE,Data Engineer,73546,ES,0
SE,Data Engineer,36773,ES,0
MI,Data Engineer,160000,US,100
MI,Data Engineer,120000,US,100
SE,Data Scientist,190000,US,0
SE,Data Scientist,150000,US,0
MI,Data Engineer,35610,IN,50
SE,AI Programmer,125000,CO,100
SE,Data Engineer,120000,US,0
SE,Data Engineer,95000,US,0
MI,Data Analyst,150000,US,0
MI,Data Analyst,100000,US,0
SE,Data Scientist,47280,ES,0
SE,Data Scientist,37824,ES,0
SE,Data Analyst,115934,US,100
SE,Data Analyst,81666,US,100
SE,Data Scientist,175000,US,100
SE,Data Scientist,140000,US,100
SE,Data Engineer,120000,US,0
SE,Data Engineer,95000,US,0
SE,Research Engineer,249500,US,0
SE,Research Engineer,149850,US,0
MI,Analytics Engineer,122500,US,100
MI,Analytics Engineer,100000,US,100
SE,Data Scientist,249500,US,0
SE,Data Scientist,149850,US,0
EN,Data Analyst,55000,US,0
EN,Data Analyst,48000,US,0
SE,Research Scientist,249500,US,0
SE,Research Scientist,149850,US,0
MI,Computer Vision Engineer,58837,FR,100
SE,Data Engineer,190000,US,100
SE,Data Engineer,120000,US,100
SE,Data Analyst,127000,US,100
SE,Data Analyst,104000,US,100
SE,Data Scientist,210000,US,100
SE,Data Scientist,150000,US,100
SE,Machine Learning Engineer,210000,US,100
SE,Machine Learning Engineer,150000,US,100
SE,Data Engineer,210000,US,100
SE,Data Engineer,130000,US,100
SE,Data Scientist,182750,US,100
SE,Data Scientist,161500,US,100
MI,Data Analyst,102640,US,100
MI,Data Analyst,66100,US,100
SE,Research Scientist,210000,US,100
SE,Research Scientist,150000,US,100
SE,Data Engineer,198800,US,0
SE,Data Engineer,122600,US,0
MI,Data Engineer,130000,US,100
MI,Data Engineer,80000,US,100
SE,Data Scientist,136000,US,100
SE,Data Scientist,104000,US,100
SE,Data Analyst,150000,US,100
SE,Data Analyst,100000,US,100
EN,Data Engineer,160000,US,0
EN,Data Engineer,135000,US,0
SE,Data Engineer,216000,US,100
SE,Data Engineer,144000,US,100
EX,Data Scientist,159000,US,100
EX,Data Scientist,130000,US,100
SE,Data Analyst,115934,US,100
SE,Data Analyst,81666,US,100
SE,Data Engineer,215000,US,100
SE,Data Engineer,150000,US,100
SE,Machine Learning Engineer,246000,US,100
SE,Machine Learning Engineer,201000,US,100
MI,Data Engineer,187000,US,100
MI,Data Engineer,153000,US,100
SE,Machine Learning Engineer,255000,MX,100
SE,Machine Learning Engineer,185000,MX,100
MI,Data Analyst,430967,GB,0
MI,Data Analyst,55410,GB,0
SE,Data Analyst,50432,ES,0
SE,Data Analyst,39925,ES,0
SE,Data Analyst,169000,US,0
SE,Data Analyst,110600,US,0
EN,Data Analyst,60938,DE,0
SE,Bi Developer,140000,US,100
SE,Bi Developer,120000,US,100
MI,Data Analyst,75000,US,100
MI,Data Analyst,60000,US,100
SE,3d Computer Vision Researcher,10000,CA,50
EN,Data Analyst,50000,US,50
MI,Machine Learning Engineer,134000,US,100
MI,Machine Learning Engineer,124000,US,100
SE,Data Analyst,166700,US,0
SE,Data Analyst,119000,US,0
EN,Data Scientist,124234,US,0
EN,Data Scientist,74540,US,0
MI,Data Analyst,100000,US,100
MI,Data Analyst,65000,US,100
MI,Data Analyst,16904,IN,50
EN,AI Programmer,200000,CA,50
EN,Machine Learning Engineer,12000,AR,100
SE,Data Engineer,220000,US,100
SE,Data Engineer,146000,US,100
SE,Data Engineer,68293,ES,0
SE,Data Engineer,36773,ES,0
SE,Data Specialist,110000,US,0
SE,Data Specialist,70000,US,0
EN,Data Analyst,50000,US,50
SE,Data Engineer,120000,US,0
SE,Data Engineer,95000,US,0
MI,Data Analyst,150000,US,0
MI,Data Analyst,100000,US,0
SE,Data Scientist,47280,ES,0
SE,Data Scientist,37824,ES,0
SE,Data Architect,190000,US,100
SE,Data Architect,135000,US,100
SE,Data Scientist,128000,US,0
SE,Data Scientist,81500,US,0
SE,Data Scientist,173000,US,100
SE,Data Scientist,110000,US,100
SE,Machine Learning Engineer,192000,US,0
SE,Machine Learning Engineer,120000,US,0
SE,Data Analyst,115934,US,100
SE,Data Analyst,81666,US,100
SE,Data Analyst,120000,US,0
SE,Data Analyst,95000,US,0
SE,Machine Learning Engineer,190000,US,100
SE,Data Engineer,194000,US,100
SE,Data Engineer,129400,US,100
SE,Data Analyst,201000,US,100
SE,Data Analyst,89200,US,100
SE,Data Scientist,165000,US,0
SE,Data Scientist,125000,US,0
SE,Research Scientist,230000,US,100
SE,Research Scientist,196000,US,100
MI,Machine Learning Engineer,130000,US,0
MI,Machine Learning Engineer,90000,US,0
MI,Machine Learning Engineer,150000,US,100
MI,Machine Learning Engineer,100000,US,100
MI,Machine Learning Engineer,230000,US,0
MI,Machine Learning Engineer,150000,US,0
SE,Data Engineer,153600,US,0
SE,Data Engineer,106800,US,0
MI,Machine Learning Engineer,130000,US,100
MI,Machine Learning Engineer,100000,US,100
SE,Data Engineer,216000,US,100
SE,Data Engineer,144000,US,100
MI,Data Scientist,180000,US,0
MI,Data Scientist,120000,US,0
EN,Data Engineer,160000,US,0
EN,Data Engineer,135000,US,0
SE,Data Analyst,192500,US,100
SE,Data Analyst,140000,US,100
SE,Data Engineer,152500,US,0
SE,Data Engineer,130000,US,0
SE,Data Analyst,65000,US,100
SE,Data Analyst,55000,US,100
SE,Data Engineer,178750,US,0
SE,Data Engineer,160000,US,0
MI,Data Scientist,63040,FR,100
MI,Data Scientist,52533,FR,100
MI,Machine Learning Engineer,165000,US,0
MI,Machine Learning Engineer,135000,US,0
SE,Analytics Engineer,170000,US,100
SE,Analytics Engineer,125000,US,100
SE,Data Engineer,105000,US,0
SE,Data Engineer,70000,US,0
SE,Data Scientist,130000,US,0
SE,Data Scientist,95000,US,0
SE,Data Scientist,203500,US,0
SE,Data Scientist,152000,US,0
SE,Data Engineer,197430,US,100
SE,Data Engineer,134760,US,100
MI,Data Scientist,120000,US,100
SE,Data Engineer,197000,US,0
SE,Data Engineer,99000,US,0
SE,Data Engineer,220000,US,100
SE,Data Engineer,162000,US,100
MI,Data Engineer,110446,LT,0
MI,Data Engineer,79178,LT,0
MI,Data Scientist,70186,GB,0
MI,Data Scientist,51716,GB,0
SE,Data Architect,149040,US,100
SE,Data Architect,113900,US,100
MI,Data Analyst,95000,US,0
SE,Data Analyst,115000,US,100
SE,Data Analyst,171000,US,100
EN,Data Analyst,13000,AR,100
SE,Data Engineer,100000,US,0
SE,Data Engineer,78000,US,0
SE,Data Engineer,120000,US,0
SE,Data Engineer,95000,US,0
SE,Data Specialist,110000,US,0
SE,Data Specialist,70000,US,0
SE,Data Scientist,185900,US,0
SE,Data Scientist,129300,US,0
MI,Data Analyst,150000,US,0
MI,Data Analyst,100000,US,0
SE,Data Engineer,230000,US,100
SE,Data Engineer,154600,US,100
SE,Machine Learning Engineer,204500,US,0
SE,Machine Learning Engineer,142200,US,0
MI,Data Engineer,160000,US,100
MI,Data Engineer,75000,US,100
SE,Data Scientist,47280,ES,0
SE,Data Scientist,37824,ES,0
SE,Data Engineer,213000,US,0
SE,Data Engineer,152000,US,0
SE,Data Scientist,140000,US,100
SE,Data Scientist,120000,US,100
SE,Data Scientist,110000,US,0
SE,Data Scientist,70000,US,0
SE,Machine Learning Engineer,227200,CA,100
SE,Machine Learning Engineer,168000,CA,100
EN,3d Computer Vision Researcher,20000,AS,0
MI,Data Scientist,64090,DE,0
MI,Data Scientist,60938,DE,0
SE,Machine Learning Engineer,243000,US,100
SE,Machine Learning Engineer,183000,US,100
SE,Data Engineer,175000,US,0
SE,Data Engineer,150000,US,0
MI,Data Scientist,130000,US,100
MI,Data Scientist,90000,US,100
MI,Data Analyst,165000,US,0
MI,Data Analyst,124000,US,0
SE,Data Engineer,178000,CA,0
SE,Data Engineer,132000,CA,0
SE,Data Engineer,300000,US,0
SE,Data Engineer,130000,US,0
SE,Data Analyst,169000,US,0
SE,Data Analyst,110600,US,0
SE,Data Analyst,116000,US,100
SE,Data Analyst,96000,US,100
SE,Data Analyst,92350,GB,0
SE,Data Analyst,70186,GB,0
SE,Data Analyst,105000,US,0
SE,Data Analyst,70000,US,0
MI,Machine Learning Engineer,105236,CA,50
SE,Data Engineer,194000,US,100
SE,Data Engineer,129400,US,100
SE,Data Architect,190000,US,100
SE,Data Architect,135000,US,100
SE,Data Analyst,100000,US,0
SE,Data Analyst,70000,US,0
EN,Machine Learning Engineer,189750,US,0
EN,Machine Learning Engineer,140250,US,0
SE,Data Analyst,130000,US,0
SE,Data Analyst,100000,US,0
MI,Data Analyst,160000,US,0
MI,Data Analyst,109000,US,0
SE,Research Engineer,250000,US,0
SE,Research Engineer,150000,US,0
MI,Data Analyst,206000,US,0
MI,Data Analyst,160000,US,0
SE,Data Engineer,135000,US,0
SE,Data Engineer,120000,US,0
SE,Machine Learning Engineer,115573,FR,100
SE,Machine Learning Engineer,73546,FR,100
EN,Data Engineer,160000,US,0
EN,Data Engineer,135000,US,0
MI,Data Analyst,150000,US,0
MI,Data Analyst,100000,US,0
MI,Data Engineer,120000,US,0
MI,Data Engineer,95000,US,0
SE,Data Engineer,68293,ES,0
SE,Data Engineer,42026,ES,0
SE,Data Engineer,191200,US,0
SE,Data Engineer,130000,US,0
SE,Data Engineer,191200,US,0
SE,Data Engineer,130000,US,0
EN,Machine Learning Engineer,66192,DE,50
EN,3d Computer Vision Researcher,50000,US,100
SE,Data Engineer,230000,US,0
SE,Data Engineer,154600,US,0
SE,Data Engineer,120000,US,0
SE,Data Engineer,95000,US,0
SE,Data Scientist,140000,US,0
SE,Data Scientist,120000,US,0
SE,Data Analyst,169000,US,0
SE,Data Analyst,110600,US,0
MI,Data Analyst,80000,US,100
SE,Data Engineer,185900,US,0
SE,Data Engineer,129300,US,0
SE,Analytics Engineer,135000,US,0
SE,Analytics Engineer,110000,US,0
MI,Data Analyst,155000,US,0
MI,Data Analyst,140000,US,0
SE,Data Engineer,205000,US,100
SE,Data Engineer,150000,US,100
SE,Data Engineer,179500,US,0
SE,Data Engineer,134000,US,0
MI,Data Scientist,180000,US,0
MI,Data Scientist,120000,US,0
SE,Data Scientist,185900,US,0
SE,Data Scientist,129300,US,0
SE,Data Scientist,175000,US,100
SE,Data Scientist,145000,US,100
SE,Data Architect,235000,US,100
SE,Data Architect,175000,US,100
EN,Data Scientist,27317,ES,50
MI,Data Engineer,160000,US,100
MI,Data Engineer,90000,US,100
SE,Data Engineer,68293,ES,0
SE,Data Engineer,36773,ES,0
SE,Data Engineer,145000,US,0
SE,Data Engineer,115000,US,0
MI,Data Specialist,165000,US,0
MI,Data Specialist,135000,US,0
SE,Data Engineer,168400,US,0
SE,Data Engineer,105200,US,0
MI,Deep Learning Engineer,86193,GB,100
MI,Deep Learning Engineer,49253,GB,100
SE,Data Engineer,200000,US,0
SE,Data Engineer,160000,US,0
SE,Data Scientist,47280,ES,0
SE,Data Scientist,37824,ES,0
SE,Data Scientist,198800,US,0
SE,Data Scientist,122600,US,0
MI,Data Analyst,105066,FR,50
SE,Data Analyst,130000,US,0
SE,Data Analyst,100000,US,0
MI,Analytics Engineer,104663,GB,0
MI,Analytics Engineer,73880,GB,0
SE,Data Engineer,125000,US,100
SE,Data Engineer,110000,US,100
MI,Data Analyst,165000,US,0
MI,Data Analyst,124000,US,0
SE,Data Scientist,148000,US,100
SE,Data Scientist,107000,US,100
MI,Data Analyst,150000,US,0
MI,Data Analyst,100000,US,0
EN,Data Engineer,160000,US,0
EN,Data Engineer,135000,US,0
MI,Data Engineer,120000,US,0
MI,Data Engineer,95000,US,0
SE,Data Engineer,153600,US,0
SE,Data Engineer,106800,US,0
MI,Data Analyst,100000,CA,0
MI,Data Analyst,65000,CA,0
MI,Data Engineer,120000,US,0
MI,Data Engineer,95000,US,0
SE,Data Engineer,63040,PT,0
SE,Data Engineer,36773,PT,0
EX,Data Engineer,310000,US,100
EX,Data Engineer,239000,US,100
SE,Data Scientist,299500,US,0
SE,Data Scientist,245100,US,0
SE,Data Scientist,168000,US,100
SE,Data Scientist,130000,US,100
SE,Data Scientist,136000,US,100
SE,Data Scientist,104000,US,100
MI,Data Engineer,161000,US,100
MI,Data Engineer,118000,US,100
SE,Research Scientist,205000,US,100
SE,Research Scientist,184000,US,100
SE,Data Scientist,185900,US,0
SE,Data Scientist,129300,US,0
SE,Data Scientist,247500,US,0
SE,Data Scientist,172200,US,0
SE,Data Management Specialist,68293,IT,0
SE,Data Analyst,177000,US,0
SE,Data Analyst,131000,US,0
SE,Research Scientist,205000,US,100
SE,Research Scientist,184000,US,100
SE,Data Engineer,146000,US,0
SE,Data Engineer,102000,US,0
SE,Data Analyst,169000,US,0
SE,Data Analyst,110600,US,0
SE,Research Scientist,230000,US,100
SE,Research Scientist,196000,US,100
SE,Data Engineer,135000,US,0
SE,Data Engineer,100000,US,0
MI,Data Engineer,80000,US,0
MI,Data Engineer,65000,US,0
SE,Data Engineer,135000,US,0
SE,Data Engineer,100000,US,0
SE,Data Engineer,61566,GB,100
SE,Data Engineer,43096,GB,100
MI,Data Engineer,175000,US,100
MI,Data Engineer,135000,US,100
EN,Data Scientist,80000,US,0
SE,Data Engineer,231250,US,100
SE,Data Engineer,138750,US,100
SE,Analytics Engineer,193750,US,100
SE,Analytics Engineer,116250,US,100
SE,Data Engineer,231250,US,100
SE,Data Engineer,138750,US,100
SE,Analytics Engineer,231250,US,100
SE,Analytics Engineer,138750,US,100
SE,Analytics Engineer,231250,US,100
SE,Analytics Engineer,138750,US,100
SE,Data Engineer,193750,US,100
SE,Data Engineer,116250,US,100
SE,Data Scientist,208000,US,100
SE,Data Scientist,127000,US,100
SE,Research Scientist,300000,US,100
SE,Research Scientist,196000,US,100
SE,Machine Learning Engineer,204500,US,0
SE,Machine Learning Engineer,142200,US,0
SE,Data Engineer,185900,US,0
SE,Data Engineer,129300,US,0
SE,Data Scientist,47280,ES,0
SE,Data Scientist,37824,ES,0
SE,Machine Learning Engineer,204500,US,0
SE,Machine Learning Engineer,142200,US,0
SE,Data Scientist,205000,US,100
SE,Data Scientist,185000,US,100
SE,Data Scientist,185900,US,0
SE,Data Scientist,129300,US,0
SE,Machine Learning Engineer,247500,US,0
SE,Machine Learning Engineer,172200,US,0
EN,Data Engineer,160000,US,0
EN,Data Engineer,135000,US,0
MI,Data Analyst,150000,US,0
MI,Data Analyst,100000,US,0
SE,Data Analyst,110000,US,0
SE,Data Analyst,95000,US,0
SE,Data Scientist,185900,US,0
SE,Data Scientist,129300,US,0
SE,Research Scientist,205000,US,100
SE,Research Scientist,184000,US,100
EN,Data Scientist,17684,HU,100
SE,Data Scientist,375000,US,50
SE,Data Engineer,191200,US,0
SE,Data Engineer,130000,US,0
SE,Data Scientist,225000,US,0
SE,Data Scientist,156400,US,0
SE,Data Analyst,169000,US,0
SE,Data Analyst,110600,US,0
SE,Machine Learning Engineer,204500,US,0
SE,Machine Learning Engineer,142200,US,0
MI,Machine Learning Engineer,104663,GB,0
MI,Machine Learning Engineer,80036,GB,0
SE,Data Scientist,185900,US,0
SE,Data Scientist,129300,US,0
SE,Data Scientist,140700,US,0
SE,Data Scientist,93800,US,0
SE,Data Scientist,350000,US,100
SE,Data Scientist,135000,US,100
SE,Data Analyst,115934,US,100
SE,Data Analyst,81666,US,100
MI,Machine Learning Engineer,104697,CH,100
EN,Machine Learning Engineer,33000,IT,100
